# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167497,     72029,     72202,    167252,    167040
    167454,     71986,     72160,    167210,    166998
    167516,     72048,     72265,    167272,    167103
    167485,     72021,     72172,    167241,    167010
    167493,     72027,     72211,    167249,    167049
    167523,     72055,     72233,    167278,    167071
    167499,     72037,     72179,    167255,    167017
    167507,     72042,     72211,    167262,    167049
    167502,     72033,     72198,    167257,    167036
    167500,     72030,     72201,    167256,    167039
    167497,     72028,     72200,    167253,    167038
    167498,     72034,     72204,    167254,    167042
    167503,     72035,     72208,    167258,    167046
    167469,     72003,     72169,    167225,    167007
    167509,     72035,     72243,    167265,    167081
    167520,     72049,     72214,    167275,    167052
    167499,     72033,     72182,    167255,    167020
    167468,     72003,     72172,    167223,    167010
    167481,     72017,     72216,    167237,    167054
    167495,     72026,     72217,    167251,    167055
    167533,     72060,     72241,    167289,    167079
    167512,     72046,     72182,    167268,    167020
    167469,     72003,     72160,    167225,    166998
    167489,     72016,     72223,    167244,    167061
    167507,     72036,     72221,    167262,    167059
    167487,     72024,     72183,    167243,    167021
    167478,     72014,     72194,    167234,    167032
    167466,     71991,     72191,    167222,    167029
    167522,     72053,     72259,    167278,    167097
    167526,     72056,     72207,    167282,    167045
    167506,     72041,     72183,    167261,    167021
    167515,     72050,     72212,    167270,    167050
    167522,     72048,     72210,    167277,    167048
    167522,     72056,     72203,    167278,    167041
    167467,     72001,     72148,    167223,    166986
    167470,     72005,     72206,    167225,    167044
    167487,     72021,     72220,    167242,    167058
    167518,     72043,     72234,    167274,    167072
    167481,     72010,     72166,    167236,    167004
    167532,     72064,     72254,    167287,    167092
    167488,     72020,     72159,    167244,    166997
    167483,     72013,     72198,    167238,    167036
    167478,     72009,     72198,    167233,    167036
    167473,     72010,     72198,    167229,    167036
    167469,     71998,     72199,    167224,    167037
    167515,     72046,     72249,    167271,    167087
    167496,     72030,     72184,    167252,    167022
    167493,     72028,     72200,    167248,    167038
    167489,     72023,     72199,    167244,    167037
    167508,     72036,     72222,    167264,    167060
    167469,     72007,     72164,    167225,    167002
    167478,     72010,     72212,    167234,    167050
    167466,     72000,     72191,    167222,    167029
    167473,     72007,     72210,    167228,    167048
    167481,     72010,     72211,    167236,    167049
    167490,     72028,     72212,    167245,    167050
    167489,     72026,     72202,    167244,    167040
    167521,     72053,     72235,    167276,    167073
    167510,     72042,     72192,    167265,    167030
    167497,     72032,     72190,    167252,    167028
    167521,     72051,     72227,    167277,    167065
    167506,     72041,     72188,    167262,    167026
    167549,     72084,     72246,    167305,    167084
    167484,     72017,     72138,    167240,    166976
    167513,     72043,     72232,    167269,    167070
    167489,     72021,     72179,    167245,    167017
    167508,     72044,     72222,    167263,    167060
    167498,     72023,     72193,    167254,    167031
    167485,     72014,     72190,    167241,    167028
    167506,     72035,     72224,    167261,    167062
    167489,     72025,     72186,    167244,    167024
    167490,     72030,     72204,    167246,    167042
    167520,     72049,     72233,    167276,    167071
    167480,     72013,     72163,    167236,    167001
    167502,     72028,     72225,    167258,    167063
    167473,     72004,     72174,    167229,    167012
    167505,     72036,     72235,    167260,    167073
    167533,     72059,     72231,    167289,    167069
    167530,     72064,     72200,    167286,    167038
    167505,     72038,     72178,    167261,    167016
    167476,     72010,     72174,    167231,    167012
    167498,     72030,     72225,    167253,    167063
    167517,     72052,     72222,    167272,    167060
    167471,     72002,     72157,    167227,    166995
    167490,     72027,     72222,    167246,    167060
    167491,     72021,     72204,    167247,    167042
    167491,     72028,     72203,    167246,    167041
    167469,     71988,     72181,    167225,    167019
    167517,     72043,     72251,    167273,    167089
    167507,     72041,     72193,    167263,    167031
    167500,     72028,     72196,    167255,    167034
    167490,     72026,     72193,    167246,    167031
    167523,     72056,     72236,    167278,    167074
    167491,     72026,     72171,    167246,    167009
    167502,     72039,     72214,    167258,    167052
    167502,     72037,     72203,    167257,    167041
    167474,     71998,     72175,    167229,    167013
    167516,     72046,     72245,    167271,    167083
    167490,     72025,     72177,    167245,    167015
    167496,     72019,     72209,    167252,    167047
    167502,     72034,     72209,    167258,    167047
    167451,     71980,     72152,    167206,    166990
    167482,     72006,     72234,    167237,    167072
    167513,     72049,     72234,    167269,    167072
    167487,     72018,     72177,    167242,    167015
    167516,     72051,     72232,    167272,    167070
    167466,     72000,     72153,    167222,    166991
    167515,     72049,     72252,    167271,    167090
    167505,     72037,     72193,    167260,    167031
    167509,     72041,     72207,    167264,    167045
    167483,     72012,     72177,    167239,    167015
    167486,     72024,     72206,    167242,    167044
    167498,     72027,     72215,    167253,    167053
    167484,     72014,     72189,    167240,    167027
    167496,     72030,     72215,    167251,    167053
    167499,     72028,     72206,    167254,    167044
    167505,     72043,     72209,    167261,    167047
    167524,     72056,     72222,    167279,    167060
    167474,     72003,     72153,    167230,    166991
    167539,     72061,     72268,    167294,    167106
    167522,     72050,     72186,    167278,    167024
    167532,     72059,     72213,    167288,    167051
