#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
        -8,        -3,        -8,        -4,        -8
        28,        25,        28,        12,        28
       -13,       -15,       -14,        -5,       -13
       -11,       -12,       -11,        -5,       -11
        47,        50,        48,        20,        47
         0,        -1,        -1,         0,         0
       -43,       -45,       -43,       -18,       -43
        -1,        -6,         0,        -1,        -1
        38,        41,        38,        16,        38
       -29,       -26,       -29,       -12,       -29
       -29,       -33,       -29,       -12,       -29
        14,        24,        14,         6,        14
       -16,       -15,       -16,        -7,       -16
       -12,       -14,       -12,        -5,       -12
        41,        35,        41,        17,        41
       -16,       -15,       -17,        -6,       -16
        -7,        -2,        -6,        -3,        -7
        17,        12,        17,         7,        17
        21,        21,        20,         9,        21
